item_ref,object_name,categories,constraints,type,max_field_size,field_name,description,foreign_key,expected_data,returns,cms,cms_field,cms_table,required_enabled,unique_enabled,primary_key,join_type,guidance
PREP014A,ssd_pre_proceedings,pre_proceedings, ,nchar,1,prep_pre_pro_parents_legal_rep,Did parents have legal representation during pre-proceedings?, , ,1bSpecified,liquid_logic,liquid_logic : prep_pre_pro_parents_legal_rep|mosaic : prep_pre_pro_parents_legal_rep,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,(currently 'PLACEHOLDER_DATA' pending further development) Please select Yes / No / Unknown
PREP015A,ssd_pre_proceedings,pre_proceedings, ,nchar,2,prep_parents_legal_rep_point_of_issue,Did parents have legal representation at the point of issue?, , ,1bSpecified,liquid_logic,liquid_logic : prep_parents_legal_rep_point_of_issue|mosaic : prep_parents_legal_rep_point_of_issue,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please select Yes / No / Unknown / Not in care proceedings"
PREP016A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,48,prep_court_reference,"If in Care Proceedings, what is the Court reference number?", , ,1bSpecified,liquid_logic,liquid_logic : prep_court_reference|mosaic : prep_court_reference,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
This is the Court number which is given to a family group when care proceedings are issued. This may be stored on the case management system or held in legal files.
If the case is not in care proceedings, please leave blank."
PREP017A,ssd_pre_proceedings,pre_proceedings, ,int,4,prep_care_proc_court_hearings,How many Court hearings have taken place whilst in care proceedings?, , ,1bSpecified,liquid_logic,liquid_logic : prep_care_proc_court_hearings|mosaic : prep_care_proc_court_hearings,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
This includes the initial IRH and final hearing. Please give a numeric value.
If case is not in care proceedings, please leave blank."
PREP018A,ssd_pre_proceedings,pre_proceedings, ,nchar,1,prep_care_proc_short_notice,Were Care Proceedings issued on a short notice application?, , ,1bSpecified,liquid_logic,liquid_logic : prep_care_proc_short_notice|mosaic : prep_care_proc_short_notice,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please select Yes / No / Unknown / Not in care proceedings.
A short notice application is an urgent application for the court to hear the case within the next 2 – 5 days."
PREP019A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,100,prep_proc_short_notice_reason,What was the reason for any short notice applications?, , ,1bSpecified,liquid_logic,liquid_logic : prep_proc_short_notice_reason|mosaic : prep_proc_short_notice_reason,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please choose the main reason from this list:
(A) Applications under the Children Act 1989 where without such an order a child’s immediate safety would be compromised, including where there is an immediate threat of child abduction.
(B) Applications for Emergency Protection Orders where the criteria for such or order is met.
(c) Other
If a short notice application has not taken place, please select 'No short notice applications'.
A short notice application is an urgent application for the court to hear the case within the next 2 – 5 days."
PREP020A,ssd_pre_proceedings,pre_proceedings, ,nchar,1,prep_la_inital_plan_approved,Was the LA’s initial plan approved at the initial hearing?, , ,1bSpecified,liquid_logic,liquid_logic : prep_la_inital_plan_approved|mosaic : prep_la_inital_plan_approved,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please select Yes / No / Unknown"
PREP021A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,100,prep_la_initial_care_plan,What was the LA’s initial care plan for the child at the initial hearing?, , ,1bSpecified,liquid_logic,liquid_logic : prep_la_initial_care_plan|mosaic : prep_la_initial_care_plan,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please choose one option from this list:
A – Interim / Care Order
B – Interim / Care Order – Placement with parents
C – Adoption
D – Interim / Supervision Order
E – Special Guardianship Order
F – Private Law Order
G – Other
If case is not in care proceedings, please select 'Not in care proceedings'
Please note ‘Care order – placement with parents’ means that the public care order was granted but that the child remained in their parent’s care, rather than in another placement."
PREP022A,ssd_pre_proceedings,pre_proceedings, ,nchar,1,prep_la_final_plan_approved,Was the LA’s final plan approved at the final hearing?, , ,1bSpecified,liquid_logic,liquid_logic : prep_la_final_plan_approved|mosaic : prep_la_final_plan_approved,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please select Yes / No / Unknown"
PREP023A,ssd_pre_proceedings,pre_proceedings, ,nvarchar,100,prep_la_final_care_plan,What was the LA’s final care plan for the child at the final hearing?, , ,1bSpecified,liquid_logic,liquid_logic : prep_la_final_care_plan|mosaic : prep_la_final_care_plan,liquid_logic : ssd_pre_proceedings|mosaic : ssd_pre_proceedings, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Please choose one option from this list:

A – Care Order
B – Care Order – Placement with parents
C – Adoption
D – Supervision Order
E – Special Guardianship Order
F – Private Law Order
G – Other
H – Not yet at final hearing - still in care proceedings
If not yet at the final hearing, please select ""Not yet at final hearing - still in care proceedings'. This will indicate that the case is still active in care proceedings."
VOCH007A,ssd_voice_of_child,voice_of_child, ,nvarchar,48,voch_table_id,Voice of the Child table row ID, , ,1bDraft,liquid_logic|mosaic, , , , ,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
Row identifier for the ssd_voice_of_child table"
VOCH001A,ssd_voice_of_child,voice_of_child, ,nvarchar,48,voch_person_id,Person Unique ID,ssd_person.pers_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : la_person_id|mosaic : la_person_id,liquid_logic : ssd_voice_of_child|mosaic : ssd_voice_of_child,Yes, , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Person's ID generated in CMS Database "
VOCH002A,ssd_voice_of_child,voice_of_child, ,nchar,1,voch_explained_worries,Has someone explained to you why people are worried for your family in a way that you can understand?, , ,1bDraft,liquid_logic|mosaic,liquid_logic : voch_explained_worries|mosaic : voch_explained_worries,liquid_logic : ssd_voice_of_child|mosaic : ssd_voice_of_child, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Child answer from questionnaire "
VOCH003A,ssd_voice_of_child,voice_of_child, ,nchar,1,voch_story_help_understand,Does your story with words and pictures help you to understand what has happened in your family?, , ,1bDraft,liquid_logic|mosaic,liquid_logic : voch_story_help_understand|mosaic : voch_story_help_understand,liquid_logic : ssd_voice_of_child|mosaic : ssd_voice_of_child, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Child answer from questionnaire "
VOCH004A,ssd_voice_of_child,voice_of_child, ,nchar,1,voch_agree_worker,Do you agree with what your worker says needs to happen to keep you safe?, , ,1bDraft,liquid_logic|mosaic,liquid_logic : voch_agree_worker|mosaic : voch_agree_worker,liquid_logic : ssd_voice_of_child|mosaic : ssd_voice_of_child, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Child answer from questionnaire "
VOCH005A,ssd_voice_of_child,voice_of_child, ,nchar,1,voch_plan_safe,Do you think the plan tells everyone what they need to do to keep you safe?, , ,1bDraft,liquid_logic|mosaic,liquid_logic : voch_plan_safe|mosaic : voch_plan_safe,liquid_logic : ssd_voice_of_child|mosaic : ssd_voice_of_child, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Child answer from questionnaire "
VOCH006A,ssd_voice_of_child,voice_of_child, ,nchar,1,voch_tablet_help_explain,Did writing/ drawing on the tablet help you to explain what you were thinking and what you wanted to happen?, , ,1bDraft,liquid_logic|mosaic,liquid_logic : voch_tablet_help_explain|mosaic : voch_tablet_help_explain,liquid_logic : ssd_voice_of_child|mosaic : ssd_voice_of_child, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Child answer from questionnaire "
LINK001A,ssd_linked_identifiers,linked_identifiers, ,nvarchar,48,link_table_id,Link table row ID, , ,1aNotInCMS,liquid_logic|mosaic,liquid_logic : link_table_id|mosaic : link_table_id,liquid_logic : ssd_linked_identifiers|mosaic : ssd_linked_identifiers, , ,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
Row identifier for the ssd_linked_identifiers table "
LINK002A,ssd_linked_identifiers,linked_identifiers, ,nvarchar,48,link_person_id,Person Unique ID,ssd_person.pers_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : link_person_id|mosaic : link_person_id,liquid_logic : ssd_linked_identifiers|mosaic : ssd_linked_identifiers, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Person's ID generated in CMS Database"
LINK003A,ssd_linked_identifiers,linked_identifiers, ,nvarchar,100,link_identifier_type,"['Case Number', 'Unique Pupil Number', NHS Number', 'Home Office Registration', National Insurance Number', 'YOT Number', Court Case Number', RAA ID', 'Incident ID']", , ,1aNotInCMS,liquid_logic|mosaic,liquid_logic : link_identifier_type|mosaic : link_identifier_type,liquid_logic : ssd_linked_identifiers|mosaic : ssd_linked_identifiers, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Linked Identifier Type e.g. ['Case Number', 'Unique Pupil Number', NHS Number', 'Home Office Registration', National Insurance Number', 'YOT Number', Court Case Number', RAA ID', 'Incident ID'] "
LINK004A,ssd_linked_identifiers,linked_identifiers, ,nvarchar,100,link_identifier_value,Identifier or reference code, , ,1aNotInCMS,liquid_logic|mosaic,liquid_logic : link_identifier_value|mosaic : link_identifier_value,liquid_logic : ssd_linked_identifiers|mosaic : ssd_linked_identifiers, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Identifier value"
LINK005A,ssd_linked_identifiers,linked_identifiers, ,datetime,NULL,link_valid_from_date,Date the identifier is known/valid from, , ,1aNotInCMS,liquid_logic|mosaic,liquid_logic : link_valid_from_date|mosaic : link_valid_from_date,liquid_logic : ssd_linked_identifiers|mosaic : ssd_linked_identifiers, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Date the identifier is known/valid from "
LINK006A,ssd_linked_identifiers,linked_identifiers, ,datetime,NULL,link_valid_to_date,Date the identifier ceases to be known/valid, , ,1aNotInCMS,liquid_logic|mosaic,liquid_logic : link_valid_to_date|mosaic : link_valid_to_date,liquid_logic : ssd_linked_identifiers|mosaic : ssd_linked_identifiers, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
Date the identifier ceases to be known/valid "
S251001A,ssd_s251_finance,finance, ,nvarchar,48,s251_table_id,s251 table row ID, , ,1aDraft,liquid_logic|mosaic,liquid_logic : s251_table_id|mosaic : s251_table_id,liquid_logic : ssd_s251_finance|mosaic : ssd_s251_finance, , ,Yes, ,"(currently 'PLACEHOLDER_DATA' pending further development)
Row identifier for the ssd_s251_finance table "
S251002A,ssd_s251_finance,finance, ,nvarchar,48,s251_cla_placement_id,CLA Placement ID,ssd_cla_placement.clap_cla_placement_id, ,1aDraft,liquid_logic|mosaic,liquid_logic : s251_cla_placement_id|mosaic : s251_cla_placement_id,liquid_logic : ssd_s251_finance|mosaic : ssd_s251_finance, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
ID for linking to CLA Placement "
S251003A,ssd_s251_finance,finance, ,nvarchar,48,s251_placeholder_1,Placeholder field, , ,1aDraft,liquid_logic|mosaic,liquid_logic : s251_placeholder_1|mosaic : s251_placeholder_1,liquid_logic : ssd_s251_finance|mosaic : ssd_s251_finance, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
No guidance available yet "
S251004A,ssd_s251_finance,finance, ,nvarchar,48,s251_placeholder_2,Placeholder field, , ,1aDraft,liquid_logic|mosaic,liquid_logic : s251_placeholder_2|mosaic : s251_placeholder_2,liquid_logic : ssd_s251_finance|mosaic : ssd_s251_finance, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
No guidance available yet "
S251005A,ssd_s251_finance,finance, ,nvarchar,48,s251_placeholder_3,Placeholder field, , ,1aDraft,liquid_logic|mosaic,liquid_logic : s251_placeholder_3|mosaic : s251_placeholder_3,liquid_logic : ssd_s251_finance|mosaic : ssd_s251_finance, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
No guidance available yet "
S251006A,ssd_s251_finance,finance, ,nvarchar,48,s251_placeholder_4,Placeholder field, , ,1aDraft,liquid_logic|mosaic,liquid_logic : s251_placeholder_4|mosaic : s251_placeholder_4,liquid_logic : ssd_s251_finance|mosaic : ssd_s251_finance, , , , ,"(currently 'PLACEHOLDER_DATA' pending further development)
No guidance available yet "
DEPT1001A,ssd_department,workforce,,nvarchar,48,dept_team_id,,,,Local,liquid_logic|mosaic,,,,,,,"(currently 'PLACEHOLDER_DATA' pending further development)
No guidance available yet "
DEPT1002A,ssd_department,workforce,,nvarchar,255,dept_team_name,,,,"Local, AnnexA",liquid_logic|mosaic,,,,,,,"(currently 'PLACEHOLDER_DATA' pending further development)
No guidance available yet "
